lr,weight_decay,epochs,batch_size,lstm_hidden_sizes,mlp_layer_sizes,dropout_rate,RMSE_mean,MAPE_mean,R2_mean,PCC_mean
0.001,0,150,32,"[6, 6, 3]","[3, 3]",0,0.11818274,0.039611525426153094,78.00413618663949,88.3174912231516
0.001,0,150,32,"[6, 6, 3]","[3, 3]",0.1,0.10843238,0.038932726602070034,79.9526876589633,89.41276485105885
0.001,0,150,32,"[6, 6, 3]","[3, 3]",0.2,0.122982375,0.046453972754534334,81.702840356559,90.38761879921192
0.001,0,150,32,"[6, 6, 3]",[3],0,0.15694818,0.05839107325300574,68.93450649610136,82.99955749315833
0.001,0,150,32,"[6, 6, 3]",[3],0.1,0.14194882,0.053100669174455106,77.04273851285203,87.7499054362858
0.001,0,150,32,"[6, 6, 3]",[3],0.2,0.10390658,0.03987316013080999,83.9954790412697,91.64710063301776
0.001,0,150,32,"[6, 6, 3]",[6],0,0.19631739,0.07553053146693856,11.193933284137653,-29.859428797103764
0.001,0,150,32,"[6, 6, 3]",[6],0.1,0.085002914,0.028977415786357597,84.39781663023902,91.86625295911172
0.001,0,150,32,"[6, 6, 3]",[6],0.2,0.112259805,0.03973077255068347,80.01091271435943,89.44841402397518
0.001,0,150,32,"[6, 3, 3]","[6, 3]",0,0.08963263,0.029522050317609683,81.87496882298927,90.46140983441848
0.001,0,150,32,"[6, 3, 3]","[6, 3]",0.1,0.09261198,0.03248945431550965,82.46972182543647,90.78468785911173
0.001,0,150,32,"[6, 3, 3]","[6, 3]",0.2,0.12739186,0.045452144695445895,83.3587578638057,91.29997627577596
0.001,0,150,32,"[6, 3, 3]","[3, 6]",0,0.08594217,0.028403701435308903,80.9256156923759,89.9192901307054
0.001,0,150,32,"[6, 3, 3]","[3, 6]",0.1,0.19265689,0.07364149787463248,2.1159614677880088,
0.001,0,150,32,"[6, 3, 3]","[3, 6]",0.2,0.15284434,0.059461264754645526,75.65246617608418,86.97327199813827
0.001,0,150,32,"[6, 3, 3]","[3, 3]",0,0.08477709,0.027455818781163543,81.8389035825678,90.4346828644472
0.001,0,150,32,"[6, 3, 3]","[3, 3]",0.1,0.10058885,0.03675607295008376,82.1669858563854,90.6458711589389
0.001,0,150,32,"[6, 3, 3]","[3, 3]",0.2,0.19032057,0.07514846802223474,74.99465294256399,86.59130733917907
0.001,0,150,32,"[6, 3, 3]",[3],0,0.19239336,0.0722065131412819,0.0,
0.001,0,150,32,"[6, 3, 3]",[3],0.1,0.083111405,0.026681572489906102,83.2989761057417,91.26003125989871
0.001,0,150,32,"[6, 3, 3]",[3],0.2,0.09310585,0.03329336759634316,81.61237740470051,90.33640291599974
0.001,0,150,32,"[6, 3, 3]",[6],0,0.08553894,0.02916878293035552,81.23225700887787,90.11170669825668
0.001,0,150,32,"[6, 3, 3]",[6],0.1,0.08740148,0.031536640017293394,83.41299279192512,91.3245410294796
0.001,0,150,32,"[6, 3, 3]",[6],0.2,0.1092315,0.040886743227019906,77.67791484055903,88.12865541049942
0.001,0,150,32,"[3, 3, 3]","[6, 3]",0,0.073037446,0.023850493016652763,85.82171432134072,92.63833318528302
0.001,0,150,32,"[3, 3, 3]","[6, 3]",0.1,0.3817971,0.14699757448397577,0.0,
0.001,0,150,32,"[3, 3, 3]","[6, 3]",0.2,0.24437535,0.09412214858457446,0.0,
0.001,0,150,32,"[3, 3, 3]","[3, 6]",0,0.09674058,0.03192171425325796,81.07408373810598,90.04059803351362
0.001,0,150,32,"[3, 3, 3]","[3, 6]",0.1,0.086945206,0.02863186673494056,82.97277663624425,91.07446956599168
0.001,0,150,32,"[3, 3, 3]","[3, 6]",0.2,0.12581918,0.04850171389989555,78.86855800837421,88.7907449178108
0.001,0,150,32,"[3, 3, 3]","[3, 3]",0,0.108531974,0.03702297399286181,75.92927302153271,87.13424526893239
0.001,0,150,32,"[3, 3, 3]","[3, 3]",0.1,0.08254431,0.027574085106607527,86.59635500856474,93.04467429481053
0.001,0,150,32,"[3, 3, 3]","[3, 3]",0.2,0.116706654,0.04473192384466529,81.92496814546278,90.51240060720897
0.001,0,150,32,"[3, 3, 3]",[3],0,0.08718982,0.02884792411350645,79.90714012819885,89.38366460762614
0.001,0,150,32,"[3, 3, 3]",[3],0.1,0.12225045,0.04459041520021856,70.40077144441082,83.90504847807921
0.001,0,150,32,"[3, 3, 3]",[3],0.2,0.20997192,0.07982809620443732,34.05834696154396,57.509879406723215
0.001,0,150,32,"[3, 3, 3]",[6],0,0.08136188,0.026588829496176913,83.18450005748224,91.18000917391457
0.001,0,150,32,"[3, 3, 3]",[6],0.1,0.093864664,0.033064464514609426,80.75914471588564,89.85279975451269
0.001,0,150,32,"[3, 3, 3]",[6],0.2,0.10568585,0.0361275757313706,79.24272313910419,88.97580742084648
0.001,0,150,32,"[6, 3]","[6, 3]",0,0.13770941,0.048613153921905905,70.89969227801969,84.19633398521196
0.001,0,150,32,"[6, 3]","[6, 3]",0.1,0.1326204,0.05003184487577528,77.33314724487913,87.84161786843492
0.001,0,150,32,"[6, 3]","[6, 3]",0.2,0.12527007,0.04983490507584065,83.92634113032682,91.60859168648852
0.001,0,150,32,"[6, 3]","[3, 6]",0,0.08967158,0.02959771518362686,80.99455576395968,89.9865172791624
0.001,0,150,32,"[6, 3]","[3, 6]",0.1,0.092319466,0.032465963158756495,83.20658667780225,91.2154103360916
0.001,0,150,32,"[6, 3]","[3, 6]",0.2,0.19670099,0.07601859397254884,0.0,
0.001,0,150,32,"[6, 3]","[3, 3]",0,0.11269282,0.03608569677453488,78.81586302344871,88.77516935564762
0.001,0,150,32,"[6, 3]","[3, 3]",0.1,0.19289292,0.07365877972915769,10.103741148367673,
0.001,0,150,32,"[6, 3]","[3, 3]",0.2,0.17328244,0.067694898461923,71.44861811050559,84.48012994392019
0.001,0,150,32,"[6, 3]",[3],0,0.12940091,0.04610028845490888,74.47889757517916,86.30100923528713
0.001,0,150,32,"[6, 3]",[3],0.1,0.0878852,0.02914711440098472,82.22273420149388,90.65754213971373
0.001,0,150,32,"[6, 3]",[3],0.2,0.12213777,0.046924184425733984,81.64578923732552,90.33581558025199
0.001,0,150,32,"[6, 3]",[6],0,0.1054699,0.03656673798104748,78.72755975342314,88.72567071111231
0.001,0,150,32,"[6, 3]",[6],0.1,0.08880691,0.03098890883848071,82.34210250606084,90.73850852708102
0.001,0,150,32,"[6, 3]",[6],0.2,0.08180411,0.027061162109021097,84.28354758397282,91.79529653358924
0.001,0,150,32,"[3, 6]","[6, 3]",0,0.07818656,0.026990188780473545,84.241445537365,91.77988082534104
0.001,0,150,32,"[3, 6]","[6, 3]",0.1,0.22987765,0.08946980524342507,0.0,
0.001,0,150,32,"[3, 6]","[6, 3]",0.2,0.25544155,0.09756299841683358,0.0,
0.001,0,150,32,"[3, 6]","[3, 6]",0,0.07809667,0.026387630350654945,84.26265384159939,91.76907548965076
0.001,0,150,32,"[3, 6]","[3, 6]",0.1,0.098921925,0.035398635372985154,82.25846589445436,90.6963606237534
0.001,0,150,32,"[3, 6]","[3, 6]",0.2,0.13762917,0.051359995268285275,75.29698035992836,86.66270873169734
0.001,0,150,32,"[3, 6]","[3, 3]",0,0.09139092,0.031174019386526197,79.58317673616546,89.1937938128204
0.001,0,150,32,"[3, 6]","[3, 3]",0.1,0.11374458,0.0386436193366535,79.77669031357271,89.29787458033385
0.001,0,150,32,"[3, 6]","[3, 3]",0.2,0.19224165,0.07280292920768261,0.0,
0.001,0,150,32,"[3, 6]",[3],0,0.07889016,0.027445498562883586,84.09063606505791,91.69836373012218
0.001,0,150,32,"[3, 6]",[3],0.1,0.08826079,0.031081271299626678,83.3283870377233,91.28355475288936
0.001,0,150,32,"[3, 6]",[3],0.2,0.10909331,0.04266560863470659,83.93876579012459,91.61650054563115
0.001,0,150,32,"[3, 6]",[6],0,0.08711627,0.030014706862857565,80.46261771028853,89.67396928422647
0.001,0,150,32,"[3, 6]",[6],0.1,0.16389251,0.06310267199296504,64.60628432298485,80.3479218364589
0.001,0,150,32,"[3, 6]",[6],0.2,0.091696754,0.03456801059655845,82.18163319031422,90.64508091464043
0.001,0,150,32,[3],"[6, 3]",0,0.09150708,0.029410787828965113,80.22599502728409,89.5408547104597
0.001,0,150,32,[3],"[6, 3]",0.1,0.092530936,0.03254043695051223,83.52186387779096,91.38623948750259
0.001,0,150,32,[3],"[6, 3]",0.2,0.10627392,0.037447226350195706,85.29357647493475,92.34415882044689
0.001,0,150,32,[3],"[3, 6]",0,0.13802528,0.04822871705982834,76.04884807870184,87.20441264493763
0.001,0,150,32,[3],"[3, 6]",0.1,0.08543478,0.02827428761520423,84.4548684842839,91.89551792926844
0.001,0,150,32,[3],"[3, 6]",0.2,0.11848625,0.04577055515255779,80.36362050157365,89.6428055887549
0.001,0,150,32,[3],"[3, 3]",0,0.07925363,0.025859179731924087,83.82262901940842,91.53063310798717
0.001,0,150,32,[3],"[3, 3]",0.1,0.14288753,0.056633164058439434,79.95918850901153,89.41873636575814
0.001,0,150,32,[3],"[3, 3]",0.2,0.1338912,0.047759877634234726,78.79430960940323,88.74605916140712
0.001,0,150,32,[3],[3],0,0.085857354,0.02834611223079264,81.83307522115481,90.44513286425618
0.001,0,150,32,[3],[3],0.1,0.10623284,0.036874615761917084,75.96221722380136,87.1228611398353
0.001,0,150,32,[3],[3],0.2,0.09527193,0.033033905492629856,81.28224154828673,90.15662687127835
0.001,0,150,32,[3],[6],0,0.08640638,0.03002044977620244,80.5804120742049,89.75975402284604
0.001,0,150,32,[3],[6],0.1,0.0844626,0.028159246721770614,83.44884991715912,91.34073516867696
0.001,0,150,32,[3],[6],0.2,0.0862084,0.02938106335932389,83.05736122764048,91.13462835451934
0.001,0,150,32,[6],"[6, 3]",0,0.08345491,0.029055355116724968,82.44137933272609,90.78648193023557
0.001,0,150,32,[6],"[6, 3]",0.1,0.2550007,0.09742658585309982,0.0,
0.001,0,150,32,[6],"[6, 3]",0.2,0.114255786,0.04574184713419527,80.50810487839178,89.70603909009583
0.001,0,150,32,[6],"[3, 6]",0,0.0758864,0.024595146533101797,84.66709529731548,91.98494782265668
0.001,0,150,32,[6],"[3, 6]",0.1,0.101928756,0.03474698605714366,81.48379704118362,90.26528596048709
0.001,0,150,32,[6],"[3, 6]",0.2,0.13630836,0.051747959514614195,78.00930022096449,88.26218357164697
0.001,0,150,32,[6],"[3, 3]",0,0.19232515,0.07228085887618363,0.0,
0.001,0,150,32,[6],"[3, 3]",0.1,0.121438496,0.04462881770450622,76.28745347525785,87.28953658393637
0.001,0,150,32,[6],"[3, 3]",0.2,0.14647087,0.05284851067699492,77.34051762982435,87.87121559693188
0.001,0,150,32,[6],[3],0,0.08604488,0.02919152975664474,80.48060907869926,89.68677478740884
0.001,0,150,32,[6],[3],0.1,0.11734761,0.045086705358698964,82.60720343953491,90.85154501814387
0.001,0,150,32,[6],[3],0.2,0.20028603,0.07809749513398856,0.0,
0.001,0,150,32,[6],[6],0,0.08550662,0.02958167315227911,82.81108472687777,90.99958311800825
0.001,0,150,32,[6],[6],0.1,0.08347362,0.03014748654095456,82.19171101284383,90.65791563246896
0.001,0,150,32,[6],[6],0.2,0.095027015,0.03406468604225665,82.15709988538507,90.63945790874686
0.001,0,150,16,"[6, 6, 6]","[6, 3]",0,0.061136298,0.020595734531525522,64.51811508698083,
0.001,0,150,16,"[6, 6, 6]","[6, 3]",0.1,0.06517686,0.02269412498208112,62.010509361809966,
0.001,0,150,16,"[6, 6, 6]","[6, 3]",0.2,0.17995603,0.07144160626921803,0.0,
0.001,0,150,16,"[6, 6, 6]","[3, 6]",0,0.060541086,0.020177444821456447,64.97159483844946,
0.001,0,150,16,"[6, 6, 6]","[3, 6]",0.1,0.17193717,0.06665614055236802,0.0,
0.001,0,150,16,"[6, 6, 6]","[3, 6]",0.2,0.10047437,0.033834661917353515,64.23792042792336,
0.001,0,150,16,"[6, 6, 6]","[3, 3]",0,0.06737736,0.02326530338905286,61.14561239376211,
0.001,0,150,16,"[6, 6, 6]","[3, 3]",0.1,0.07012083,0.024175745966203976,64.96748912055776,
0.001,0,150,16,"[6, 6, 6]","[3, 3]",0.2,0.089522034,0.03166579772369005,57.29717877552576,
0.001,0,150,16,"[6, 6, 6]",[3],0,0.1832579,0.07308014464797452,0.0,
0.001,0,150,16,"[6, 6, 6]",[3],0.1,0.07509773,0.025839289082796313,59.619810894489376,
0.001,0,150,16,"[6, 6, 6]",[3],0.2,0.07648029,0.025793031500143115,60.501455265576496,
0.001,0,150,16,"[6, 6, 6]",[6],0,0.060610253,0.020956397202098742,63.89535442478237,
0.001,0,150,16,"[6, 6, 6]",[6],0.1,0.049054388,0.01593342643673168,65.94360094775587,
0.001,0,150,16,"[6, 6, 6]",[6],0.2,0.05539573,0.017972996465687174,65.2533211975187,
0.001,0,150,16,"[6, 6, 3]","[6, 3]",0,0.056928366,0.01920209833770059,65.11325390825598,
0.001,0,150,16,"[6, 6, 3]","[6, 3]",0.1,0.17477222,0.06845497555332258,0.0,
0.001,0,150,16,"[6, 6, 3]","[6, 3]",0.2,0.11459606,0.04578815423883498,59.713328859298215,
0.001,0,150,16,"[6, 6, 3]","[3, 6]",0,0.069911525,0.024198229948524386,62.89702813318132,
0.001,0,150,16,"[6, 6, 3]","[3, 6]",0.1,0.089616016,0.03179231389367487,59.081449829621036,
0.001,0,150,16,"[6, 6, 3]","[3, 6]",0.2,0.17250666,0.06701771344523877,0.0,
0.001,0,150,16,"[6, 6, 3]","[3, 3]",0,0.07866468,0.02879700841731392,61.79551202596798,
0.001,0,150,16,"[6, 6, 3]","[3, 3]",0.1,0.0757031,0.025466935039730743,60.23353124637162,
0.001,0,150,16,"[6, 6, 3]","[3, 3]",0.2,0.0931222,0.03440912150836084,58.02309759399578,
0.001,0,150,16,"[6, 6, 3]",[3],0,0.076920554,0.027890758792636916,61.450274671990016,
0.001,0,150,16,"[6, 6, 3]",[3],0.1,0.071639195,0.023413951976181124,59.417794201533226,
0.001,0,150,16,"[6, 6, 3]",[3],0.2,0.17188004,0.06661905645160004,0.0,
0.001,0,150,16,"[6, 6, 3]",[6],0,0.05537614,0.01807686512620421,64.79084357833733,
0.001,0,150,16,"[6, 6, 3]",[6],0.1,0.05814683,0.018714123143581674,62.889956198727404,
0.001,0,150,16,"[6, 6, 3]",[6],0.2,0.0683266,0.023771364703861764,61.973201792029265,
0.001,0,150,16,"[6, 3, 3]","[6, 3]",0,0.0624244,0.022138937129057012,64.14841014823956,
0.001,0,150,16,"[6, 3, 3]","[6, 3]",0.1,0.07967529,0.027323912945576012,60.41041200104631,
0.001,0,150,16,"[6, 3, 3]","[6, 3]",0.2,0.10568085,0.03891942978953011,59.851733193180266,
0.001,0,150,16,"[6, 3, 3]","[3, 6]",0,0.07552185,0.027408117966842838,62.163004628380946,
0.001,0,150,16,"[6, 3, 3]","[3, 6]",0.1,0.09428391,0.03526491709635593,59.36283198764477,
0.001,0,150,16,"[6, 3, 3]","[3, 6]",0.2,0.104057655,0.039059620758052915,59.25467079960392,
0.001,0,150,16,"[6, 3, 3]","[3, 3]",0,0.0649257,0.0223150615056511,63.48605979084554,
0.001,0,150,16,"[6, 3, 3]","[3, 3]",0.1,0.08056323,0.02849370430340059,60.94278019137876,
0.001,0,150,16,"[6, 3, 3]","[3, 3]",0.2,0.13664106,0.054059067770140246,50.34383389946127,
0.001,0,150,16,"[6, 3, 3]",[3],0,0.06407383,0.02199770906372578,60.86388382277103,
0.001,0,150,16,"[6, 3, 3]",[3],0.1,0.07140633,0.025286808886448853,61.865051194829014,
0.001,0,150,16,"[6, 3, 3]",[3],0.2,0.09312034,0.0330257709720172,58.949895740796386,
0.001,0,150,16,"[6, 3, 3]",[6],0,0.07069447,0.025539607304381207,63.22827322452069,
0.001,0,150,16,"[6, 3, 3]",[6],0.1,0.06494145,0.022403496404876933,64.16841529898281,
0.001,0,150,16,"[6, 3, 3]",[6],0.2,0.06836422,0.023411677466356196,63.79000170462802,
0.001,0,150,16,"[3, 3, 3]","[6, 3]",0,0.17153537,0.06639191415160894,0.0,
0.001,0,150,16,"[3, 3, 3]","[6, 3]",0.1,0.058628988,0.01945413282555819,64.99695663123332,
0.001,0,150,16,"[3, 3, 3]","[6, 3]",0.2,0.097107224,0.03751079893845599,61.92661081581363,
0.001,0,150,16,"[3, 3, 3]","[3, 6]",0,0.06654948,0.02297092396474909,62.87170657887918,
0.001,0,150,16,"[3, 3, 3]","[3, 6]",0.1,0.07783994,0.028807831972699205,60.378270706967896,
0.001,0,150,16,"[3, 3, 3]","[3, 6]",0.2,0.09972797,0.03550406945578288,59.1956417304434,
0.001,0,150,16,"[3, 3, 3]","[3, 3]",0,0.07421084,0.026999505644198507,62.012025962604085,
0.001,0,150,16,"[3, 3, 3]","[3, 3]",0.1,0.116618745,0.04343434557085857,51.62787202639849,
0.001,0,150,16,"[3, 3, 3]","[3, 3]",0.2,0.17114574,0.06612768775084987,0.0,
0.001,0,150,16,"[3, 3, 3]",[3],0,0.06929335,0.025663283304311335,63.802651045600214,
0.001,0,150,16,"[3, 3, 3]",[3],0.1,0.18134142,0.072148532490246,0.0,
0.001,0,150,16,"[3, 3, 3]",[3],0.2,0.08412935,0.028997835204336297,59.19358335914541,
0.001,0,150,16,"[3, 3, 3]",[6],0,0.06927696,0.024344051780644804,62.33173848193418,
0.001,0,150,16,"[3, 3, 3]",[6],0.1,0.07187363,0.026175592211075127,61.169336923861245,
0.001,0,150,16,"[3, 3, 3]",[6],0.2,0.06516452,0.02412997419014573,62.465454345618795,
0.001,0,150,16,"[6, 3]","[6, 3]",0,0.07622691,0.02533252081775572,60.18312747623932,
0.001,0,150,16,"[6, 3]","[6, 3]",0.1,0.0686064,0.02408092695986852,64.15811291178507,
0.001,0,150,16,"[6, 3]","[6, 3]",0.2,0.10488874,0.04078914425917901,58.32082958217538,
0.001,0,150,16,"[6, 3]","[3, 6]",0,0.06346679,0.02206387471233029,63.53995922931384,
0.001,0,150,16,"[6, 3]","[3, 6]",0.1,0.06734713,0.023789608530933037,64.59885676077982,
0.001,0,150,16,"[6, 3]","[3, 6]",0.2,0.09950472,0.03785967128351331,60.08103543807086,
0.001,0,150,16,"[6, 3]","[3, 3]",0,0.17124031,0.06619258492719382,0.0,
0.001,0,150,16,"[6, 3]","[3, 3]",0.1,0.0638019,0.02094549722642114,62.93329427909694,
0.001,0,150,16,"[6, 3]","[3, 3]",0.2,0.17235109,0.06692036549793556,0.0,
0.001,0,150,16,"[6, 3]",[3],0,0.07198398,0.025523138174321502,62.24653709807094,
0.001,0,150,16,"[6, 3]",[3],0.1,0.070467144,0.024215285520767793,62.278771820982826,
0.001,0,150,16,"[6, 3]",[3],0.2,0.062602475,0.02114557728418731,64.08669650352589,
0.001,0,150,16,"[6, 3]",[6],0,0.06360964,0.021971124624542426,62.32025068692899,
0.001,0,150,16,"[6, 3]",[6],0.1,0.055154495,0.018085866031469777,65.11494605612822,
0.001,0,150,16,"[6, 3]",[6],0.2,0.06395173,0.021369305545704265,62.80665656802498,
0.001,0,150,16,"[3, 6]","[6, 3]",0,0.068308204,0.024174320424208418,61.596286920579374,
0.001,0,150,16,"[3, 6]","[6, 3]",0.1,0.07265934,0.02406251514912583,59.6277534979114,
0.001,0,150,16,"[3, 6]","[6, 3]",0.2,0.11241685,0.04525793847278692,62.90314466568037,
0.001,0,150,16,"[3, 6]","[3, 6]",0,0.066131525,0.022581768553209258,60.112197259063784,
0.001,0,150,16,"[3, 6]","[3, 6]",0.1,0.07842739,0.028256054611119907,59.98872619812166,
0.001,0,150,16,"[3, 6]","[3, 6]",0.2,0.10285546,0.039020618714857846,60.14890865714318,
0.001,0,150,16,"[3, 6]","[3, 3]",0,0.067084275,0.02355065844312776,62.86646342231042,
0.001,0,150,16,"[3, 6]","[3, 3]",0.1,0.07662047,0.027451448659121525,60.605790571812705,
0.001,0,150,16,"[3, 6]","[3, 3]",0.2,0.13314514,0.052471953677013516,55.68294010347624,
0.001,0,150,16,"[3, 6]",[3],0,0.06396535,0.020892880024803162,59.78608572424642,
0.001,0,150,16,"[3, 6]",[3],0.1,0.07875165,0.026665387531465967,60.37155979579268,
0.001,0,150,16,"[3, 6]",[3],0.2,0.08873497,0.031805919388716575,60.92858145196112,
0.001,0,150,16,"[3, 6]",[6],0,0.073817834,0.026693428299040534,62.10187088254624,
0.001,0,150,16,"[3, 6]",[6],0.1,0.06664623,0.022792358868173324,62.1261541913305,
0.001,0,150,16,"[3, 6]",[6],0.2,0.05911065,0.02029249371844344,64.72192106080401,
0.001,0,150,16,[3],"[6, 3]",0,0.070496626,0.02517882239772007,61.974098279235996,
0.001,0,150,16,[3],"[6, 3]",0.1,0.06301252,0.022846235992801667,63.680114949893294,
0.001,0,150,16,[3],"[6, 3]",0.2,0.18032601,0.07163340778788552,0.0,
0.001,0,150,16,[3],"[3, 6]",0,0.06463289,0.02210281127190683,62.83901932114154,
0.001,0,150,16,[3],"[3, 6]",0.1,0.066760704,0.0226777556235902,62.65648506770147,
0.001,0,150,16,[3],"[3, 6]",0.2,0.08773895,0.03211397834093077,61.20397358857157,
0.001,0,150,16,[3],"[3, 3]",0,0.07029996,0.024989885423565283,62.17302306974405,
0.001,0,150,16,[3],"[3, 3]",0.1,0.1758586,0.06912882963661104,1.2708770784838503,
0.001,0,150,16,[3],"[3, 3]",0.2,0.10844794,0.039316679976764135,54.573097341788,
0.001,0,150,16,[3],[3],0,0.06042179,0.020332802159828134,63.487157238811896,
0.001,0,150,16,[3],[3],0.1,0.0708815,0.02625776978675276,61.88145157684377,
0.001,0,150,16,[3],[3],0.2,0.17174694,0.06647909031016752,2.759981211580632,
0.001,0,150,16,[3],[6],0,0.07934566,0.02893590572057292,60.550457600766954,
0.001,0,150,16,[3],[6],0.1,0.053414598,0.01737982893246226,64.7369904418173,
0.001,0,150,16,[3],[6],0.2,0.05898998,0.020597635966623784,63.58942076441396,
0.001,0,150,16,[6],"[6, 3]",0,0.052323863,0.017516688171781425,64.65830042509864,
0.001,0,150,16,[6],"[6, 3]",0.1,0.07051361,0.0229976652917685,60.03967867291159,
0.001,0,150,16,[6],"[6, 3]",0.2,0.10844133,0.039746971378917806,56.1719561376768,
0.001,0,150,16,[6],"[3, 6]",0,0.05168347,0.016666969531797804,64.87017806542022,
0.001,0,150,16,[6],"[3, 6]",0.1,0.07217991,0.026086115394718945,63.52028246924216,
0.001,0,150,16,[6],"[3, 6]",0.2,0.10279895,0.03633583546616137,58.239097088040964,
0.001,0,150,16,[6],"[3, 3]",0,0.06390195,0.021682203077943996,62.529627921897756,
0.001,0,150,16,[6],"[3, 3]",0.1,0.077760994,0.026689062042350997,61.60728996525296,
0.001,0,150,16,[6],"[3, 3]",0.2,0.081796445,0.02809176585287787,60.980112693976764,
0.001,0,150,16,[6],[3],0,0.17153537,0.06639191415160894,0.0,
0.001,0,150,16,[6],[3],0.1,0.057723433,0.019802149108727463,64.24044683873608,
0.001,0,150,16,[6],[3],0.2,0.09958838,0.040029095544014126,60.08604099086103,
0.001,0,150,16,[6],[6],0,0.06247221,0.019861654936903506,60.66760856421142,
0.001,0,150,16,[6],[6],0.1,0.05644119,0.020141720233368687,64.21194497000762,
0.001,0,150,16,[6],[6],0.2,0.06601583,0.023989257897483185,62.5064633939319,
0.001,0,200,64,"[6, 6, 6]","[6, 3]",0,0.21163677,0.08303278009407222,0.0,
0.001,0,200,64,"[6, 6, 6]","[6, 3]",0.1,0.19080406,0.07335650152526796,0.0,
0.001,0,200,64,"[6, 6, 6]","[6, 3]",0.2,0.42370933,0.1683456590399146,0.0,
0.001,0,200,64,"[6, 6, 6]","[3, 6]",0,0.09674468,0.03194168384652585,76.12118040237533,87.24745291547217
0.001,0,200,64,"[6, 6, 6]","[3, 6]",0.1,0.09951552,0.034093137946911156,80.50242185387843,89.72314186088136
0.001,0,200,64,"[6, 6, 6]","[3, 6]",0.2,0.18879142,0.0711929053068161,7.3864511522175045,-27.17802633050735
0.001,0,200,64,"[6, 6, 6]","[3, 3]",0,0.15888658,0.05783544620499015,62.134660766654804,78.82554203217052
0.001,0,200,64,"[6, 6, 6]","[3, 3]",0.1,0.12637255,0.04783447948284447,65.89396371965698,81.17509699387921
0.001,0,200,64,"[6, 6, 6]","[3, 3]",0.2,0.16465941,0.06493288674391806,82.82711407304035,91.0094028510463
0.001,0,200,64,"[6, 6, 6]",[3],0,0.11665378,0.03896022972185165,81.43844421888394,90.24325139249137
0.001,0,200,64,"[6, 6, 6]",[3],0.1,0.09002115,0.030911309295333922,78.45816534576238,88.57661392589038
0.001,0,200,64,"[6, 6, 6]",[3],0.2,0.11313279,0.04320922016631812,79.52794777221922,89.17844345592674
0.001,0,200,64,"[6, 6, 6]",[6],0,0.0794151,0.025146087864413857,83.40185231250749,91.32461459678188
0.001,0,200,64,"[6, 6, 6]",[6],0.1,0.10299623,0.03548470267560333,73.5983233745428,85.78946518923101
0.001,0,200,64,"[6, 6, 6]",[6],0.2,0.1339609,0.05337372422218323,70.2117846275493,83.79247259005388
0.001,0,200,64,"[6, 6, 3]","[6, 3]",0,0.07898517,0.027320574736222625,83.02300446334156,91.11696025622318
0.001,0,200,64,"[6, 6, 3]","[6, 3]",0.1,0.19037522,0.07305715698748827,0.0,
0.001,0,200,64,"[6, 6, 3]","[6, 3]",0.2,0.14975147,0.05974063533358276,75.91881066320212,87.13140114975893
0.001,0,200,64,"[6, 6, 3]","[3, 6]",0,0.10682072,0.03543066559359431,78.77213291043826,88.75366635268553
0.001,0,200,64,"[6, 6, 3]","[3, 6]",0.1,0.12380411,0.042689297697506845,82.71347110056243,90.94694667802898
0.001,0,200,64,"[6, 6, 3]","[3, 6]",0.2,0.11457279,0.03901779418811202,82.76283473592083,90.97408132865141
0.001,0,200,64,"[6, 6, 3]","[3, 3]",0,0.10184061,0.032432161970064044,77.06068278448099,87.7842142896324
0.001,0,200,64,"[6, 6, 3]","[3, 3]",0.1,0.19815953,0.07745118928141892,0.0,
0.001,0,200,64,"[6, 6, 3]","[3, 3]",0.2,0.115938395,0.04290630458854139,81.40336558448831,90.22381369931573
0.001,0,200,64,"[6, 6, 3]",[3],0,0.19355159,0.0748551799915731,0.9330532611344,-9.659468210695657
0.001,0,200,64,"[6, 6, 3]",[3],0.1,0.08388353,0.026517309015616775,81.92947877744881,90.5149041746434
0.001,0,200,64,"[6, 6, 3]",[3],0.2,0.102569714,0.036466732854023576,80.45816943422139,89.69847793258334
0.001,0,200,64,"[6, 6, 3]",[6],0,0.10816331,0.035671074874699116,68.5376834982411,82.78748908998334
0.001,0,200,64,"[6, 6, 3]",[6],0.1,0.101396464,0.035728031070902944,80.50344831423753,89.72371387444767
0.001,0,200,64,"[6, 6, 3]",[6],0.2,0.12766975,0.047828504466451705,74.36573557418279,86.23557014027494
0.001,0,200,64,"[6, 3, 3]","[6, 3]",0,0.07730625,0.02505762968212366,84.04044227611625,91.67357431458439
0.001,0,200,64,"[6, 3, 3]","[6, 3]",0.1,0.14140092,0.05413488834165037,62.3982825935137,78.99258357182255
0.001,0,200,64,"[6, 3, 3]","[6, 3]",0.2,0.10778225,0.03924106422346085,84.4454907013464,91.89422762140525
0.001,0,200,64,"[6, 3, 3]","[3, 6]",0,0.12674539,0.043306476436555386,61.84840884028168,78.6437593457241
0.001,0,200,64,"[6, 3, 3]","[3, 6]",0.1,0.11363936,0.04297709674574435,76.50509212963516,87.46718935099904
0.001,0,200,64,"[6, 3, 3]","[3, 6]",0.2,0.11689716,0.039397101500071585,80.1160506322302,89.50756986547572
0.001,0,200,64,"[6, 3, 3]","[3, 3]",0,0.55702704,0.23197941482067108,0.0,
0.001,0,200,64,"[6, 3, 3]","[3, 3]",0.1,0.11470288,0.039053361979313195,79.99789036687336,89.44153977144701
